product,category,price_per_kg,units_shipped,units_sold,units_on_hand,supplier_location,date,product_clean
Tomato,Vegetables,30.1,31.4,26.7,9.6,Agra,2023-12-15,tomato
Tomato,Vegetables,31.9,37.7,30.1,14.8,Agra,2023-12-16,tomato
Tomato,Vegetables,33.4,28.6,26.4,5.1,Agra,2023-12-17,tomato
Tomato,Vegetables,31.9,30.3,24.5,10.6,Agra,2023-12-18,tomato
Tomato,Vegetables,33.6,24.1,18.2,10.9,Agra,2023-12-19,tomato
Tomato,Vegetables,31.7,20.5,19.0,6.0,Agra,2023-12-20,tomato
Tomato,Vegetables,35.3,27.5,21.0,12.6,Agra,2023-12-21,tomato
Tomato,Vegetables,34.0,20.4,18.6,3.8,Agra,2023-12-22,tomato
Tomato,Vegetables,33.6,35.4,30.3,7.6,Agra,2023-12-23,tomato
Tomato,Vegetables,31.2,35.4,30.9,10.4,Agra,2023-12-24,tomato
Tomato,Vegetables,29.7,29.7,22.2,15.3,Agra,2023-12-25,tomato
Tomato,Vegetables,32.8,33.4,24.9,13.8,Agra,2023-12-26,tomato
Tomato,Vegetables,34.3,25.7,23.2,5.4,Agra,2023-12-27,tomato
Tomato,Vegetables,34.0,26.4,21.8,10.0,Agra,2023-12-28,tomato
Tomato,Vegetables,35.1,29.9,23.2,13.5,Agra,2023-12-29,tomato
Tomato,Vegetables,30.1,31.7,29.1,7.4,Agra,2023-12-30,tomato
Tomato,Vegetables,30.1,33.9,29.0,10.7,Agra,2023-12-31,tomato
Tomato,Vegetables,32.9,25.7,24.1,4.8,Bengaluru,2022-01-01,tomato
Tomato,Vegetables,30.5,29.9,23.3,9.6,Bengaluru,2022-01-02,tomato
Tomato,Vegetables,34.5,30.2,25.5,12.1,Bengaluru,2022-01-03,tomato
Tomato,Vegetables,31.2,28.7,22.4,9.3,Bengaluru,2022-01-04,tomato
Tomato,Vegetables,35.1,24.8,21.1,9.4,Bengaluru,2022-01-05,tomato
Tomato,Vegetables,32.3,25.4,20.7,11.9,Bengaluru,2022-01-06,tomato
Tomato,Vegetables,30.3,27.4,24.5,10.3,Bengaluru,2022-01-07,tomato
Tomato,Vegetables,32.9,25.6,23.8,3.9,Bengaluru,2022-01-08,tomato
Tomato,Vegetables,34.3,26.9,24.0,10.6,Bengaluru,2022-01-09,tomato
Tomato,Vegetables,33.6,25.4,23.1,7.0,Bengaluru,2022-01-10,tomato
Tomato,Vegetables,35.3,19.5,17.8,8.1,Bengaluru,2022-01-11,tomato
Tomato,Vegetables,31.2,32.7,26.8,11.5,Bengaluru,2022-01-12,tomato
Tomato,Vegetables,33.0,29.2,23.9,9.7,Bengaluru,2022-01-13,tomato
Tomato,Vegetables,29.8,22.9,19.9,7.1,Bengaluru,2022-01-14,tomato
Tomato,Vegetables,34.5,35.1,27.5,12.8,Bengaluru,2022-01-15,tomato
Tomato,Vegetables,30.5,29.6,26.5,6.1,Bengaluru,2022-01-16,tomato
Tomato,Vegetables,32.3,26.3,24.4,6.9,Bengaluru,2022-01-17,tomato
Tomato,Vegetables,32.5,28.4,24.0,8.2,Bengaluru,2022-01-18,tomato
Tomato,Vegetables,32.5,33.0,28.4,12.3,Bengaluru,2022-01-19,tomato
Tomato,Vegetables,31.6,30.6,23.2,14.2,Bengaluru,2022-01-20,tomato
Tomato,Vegetables,32.4,29.7,24.8,11.0,Bengaluru,2022-01-21,tomato
Tomato,Vegetables,34.6,33.2,25.1,11.4,Bengaluru,2022-01-22,tomato
Tomato,Vegetables,35.7,25.6,23.3,7.8,Bengaluru,2022-01-23,tomato
Tomato,Vegetables,33.6,26.5,21.9,10.8,Bengaluru,2022-01-24,tomato
Tomato,Vegetables,34.5,27.5,22.6,7.6,Bengaluru,2022-01-25,tomato
Tomato,Vegetables,30.9,23.0,19.6,10.6,Bengaluru,2022-01-26,tomato
Tomato,Vegetables,30.8,32.1,23.9,12.9,Bengaluru,2022-01-27,tomato
Tomato,Vegetables,31.7,22.4,19.9,4.8,Bengaluru,2022-01-28,tomato
Tomato,Vegetables,30.6,35.5,26.4,15.8,Bengaluru,2022-01-29,tomato
Tomato,Vegetables,33.3,27.3,22.8,10.2,Bengaluru,2022-01-30,tomato
Tomato,Vegetables,31.8,27.8,23.0,12.5,Bengaluru,2022-01-31,tomato
Tomato,Vegetables,33.6,23.6,18.4,7.8,Bengaluru,2022-02-01,tomato
Tomato,Vegetables,34.3,28.5,24.4,8.7,Bengaluru,2022-02-02,tomato
Tomato,Vegetables,33.7,23.1,20.5,10.6,Bengaluru,2022-02-03,tomato
Tomato,Vegetables,31.5,27.7,21.2,10.4,Bengaluru,2022-02-04,tomato
Tomato,Vegetables,33.4,30.9,23.2,11.3,Bengaluru,2022-02-05,tomato
Tomato,Vegetables,30.3,28.2,26.1,6.8,Bengaluru,2022-02-06,tomato
Tomato,Vegetables,35.0,24.3,18.9,10.9,Bengaluru,2022-02-07,tomato
Tomato,Vegetables,34.9,23.6,21.8,6.7,Bengaluru,2022-02-08,tomato
Tomato,Vegetables,32.4,22.3,19.7,9.6,Bengaluru,2022-02-09,tomato
Tomato,Vegetables,30.9,23.2,19.7,5.7,Bengaluru,2022-02-10,tomato
Tomato,Vegetables,33.9,30.3,28.8,8.4,Bengaluru,2022-02-11,tomato
Tomato,Vegetables,31.1,31.2,25.6,9.5,Bengaluru,2022-02-12,tomato
Tomato,Vegetables,30.2,24.7,23.4,7.5,Bengaluru,2022-02-13,tomato
Tomato,Vegetables,35.1,21.9,20.7,8.5,Bengaluru,2022-02-14,tomato
Tomato,Vegetables,32.3,28.0,21.1,11.7,Bengaluru,2022-02-15,tomato
Tomato,Vegetables,35.0,26.0,20.9,11.1,Bengaluru,2022-02-16,tomato
Tomato,Vegetables,29.6,28.0,23.7,11.4,Bengaluru,2022-02-17,tomato
Tomato,Vegetables,35.5,22.0,18.0,8.5,Bengaluru,2022-02-18,tomato
Tomato,Vegetables,31.1,36.4,28.4,13.8,Bengaluru,2022-02-19,tomato
Tomato,Vegetables,34.5,29.8,26.6,8.8,Bengaluru,2022-02-20,tomato
Tomato,Vegetables,29.8,26.5,21.9,7.2,Bengaluru,2022-02-21,tomato
Tomato,Vegetables,31.6,25.0,20.4,7.9,Bengaluru,2022-02-22,tomato
Tomato,Vegetables,33.8,28.7,24.9,7.1,Bengaluru,2022-02-23,tomato
Tomato,Vegetables,33.2,24.9,22.5,7.7,Bengaluru,2022-02-24,tomato
Tomato,Vegetables,32.0,24.6,20.2,7.9,Bengaluru,2022-02-25,tomato
Tomato,Vegetables,31.4,29.2,27.3,6.2,Bengaluru,2022-02-26,tomato
Tomato,Vegetables,32.3,26.9,24.3,6.9,Bengaluru,2022-02-27,tomato
Tomato,Vegetables,32.1,25.0,23.6,4.6,Bengaluru,2022-02-28,tomato
Tomato,Vegetables,33.4,22.8,18.4,8.0,Bengaluru,2022-03-01,tomato
Tomato,Vegetables,33.8,31.0,27.0,11.9,Bengaluru,2022-03-02,tomato
Tomato,Vegetables,34.2,17.3,15.4,5.3,Bengaluru,2022-03-03,tomato
Tomato,Vegetables,34.4,20.6,19.4,5.7,Bengaluru,2022-03-04,tomato
Tomato,Vegetables,32.1,31.9,25.3,12.0,Bengaluru,2022-03-05,tomato
Tomato,Vegetables,34.4,37.2,28.3,11.3,Bengaluru,2022-03-06,tomato
Tomato,Vegetables,34.0,22.3,17.6,11.5,Bengaluru,2022-03-07,tomato
Tomato,Vegetables,31.2,20.9,18.3,10.4,Bengaluru,2022-03-08,tomato
Tomato,Vegetables,32.3,27.0,20.7,13.1,Bengaluru,2022-03-09,tomato
Tomato,Vegetables,32.3,18.0,16.8,6.0,Bengaluru,2022-03-10,tomato
Tomato,Vegetables,31.7,27.3,21.6,7.8,Bengaluru,2022-03-11,tomato
Tomato,Vegetables,34.8,24.7,22.4,9.9,Bengaluru,2022-03-12,tomato
Tomato,Vegetables,32.0,23.8,18.3,8.9,Bengaluru,2022-03-13,tomato
Tomato,Vegetables,30.1,30.5,25.8,8.4,Bengaluru,2022-03-14,tomato
Tomato,Vegetables,32.2,28.7,26.2,6.1,Bengaluru,2022-03-15,tomato
Tomato,Vegetables,32.6,24.0,22.8,5.1,Bengaluru,2022-03-16,tomato
Tomato,Vegetables,32.7,27.4,20.6,12.2,Bengaluru,2022-03-17,tomato
Tomato,Vegetables,31.3,20.5,18.6,4.8,Bengaluru,2022-03-18,tomato
Tomato,Vegetables,32.5,24.9,22.0,5.5,Bengaluru,2022-03-19,tomato
Tomato,Vegetables,30.8,23.5,21.0,8.2,Bengaluru,2022-03-20,tomato
Tomato,Vegetables,33.9,24.6,21.9,7.5,Bengaluru,2022-03-21,tomato
Tomato,Vegetables,34.3,23.4,20.2,9.5,Bengaluru,2022-03-22,tomato
Tomato,Vegetables,30.6,25.4,22.9,8.3,Bengaluru,2022-03-23,tomato
Tomato,Vegetables,31.3,29.2,22.9,11.3,Bengaluru,2022-03-24,tomato
Tomato,Vegetables,35.2,17.4,16.1,7.8,Bengaluru,2022-03-25,tomato
Tomato,Vegetables,32.9,28.6,23.9,11.6,Bengaluru,2022-03-26,tomato
Tomato,Vegetables,34.8,32.6,28.0,11.5,Bengaluru,2022-03-27,tomato
Tomato,Vegetables,33.8,23.9,22.6,5.6,Bengaluru,2022-03-28,tomato
Tomato,Vegetables,31.4,29.3,22.0,9.9,Bengaluru,2022-03-29,tomato
Tomato,Vegetables,33.5,21.2,19.4,4.1,Bengaluru,2022-03-30,tomato
Tomato,Vegetables,30.5,31.0,24.0,14.7,Bengaluru,2022-03-31,tomato
Tomato,Vegetables,35.2,32.1,24.7,14.3,Bengaluru,2022-04-01,tomato
Tomato,Vegetables,29.8,26.9,24.1,10.4,Bengaluru,2022-04-02,tomato
Tomato,Vegetables,34.2,29.7,25.4,10.2,Bengaluru,2022-04-03,tomato
Tomato,Vegetables,32.5,29.3,25.2,8.2,Bengaluru,2022-04-04,tomato
Tomato,Vegetables,30.5,33.5,27.3,8.9,Bengaluru,2022-04-05,tomato
Tomato,Vegetables,35.3,35.6,28.0,10.4,Bengaluru,2022-04-06,tomato
Tomato,Vegetables,29.9,21.7,18.9,9.8,Bengaluru,2022-04-07,tomato
Tomato,Vegetables,31.6,31.5,25.4,11.3,Bengaluru,2022-04-08,tomato
Tomato,Vegetables,31.1,31.7,27.6,10.8,Bengaluru,2022-04-09,tomato
Tomato,Vegetables,35.0,26.4,24.6,7.8,Bengaluru,2022-04-10,tomato
Tomato,Vegetables,34.2,28.8,26.2,6.5,Bengaluru,2022-04-11,tomato
Tomato,Vegetables,34.0,20.8,16.9,6.7,Bengaluru,2022-04-12,tomato
Tomato,Vegetables,35.8,24.5,20.1,11.1,Bengaluru,2022-04-13,tomato
Tomato,Vegetables,31.6,28.8,23.7,9.8,Bengaluru,2022-04-14,tomato
Tomato,Vegetables,34.3,36.9,28.3,14.8,Bengaluru,2022-04-15,tomato
Tomato,Vegetables,32.8,27.5,23.1,7.2,Bengaluru,2022-04-16,tomato
Tomato,Vegetables,29.8,37.8,29.1,15.7,Bengaluru,2022-04-17,tomato
Tomato,Vegetables,34.7,23.5,17.5,8.3,Bengaluru,2022-04-18,tomato
Tomato,Vegetables,32.0,28.6,21.8,8.9,Bengaluru,2022-04-19,tomato
Tomato,Vegetables,32.7,32.0,24.1,11.5,Bengaluru,2022-04-20,tomato
Tomato,Vegetables,35.4,20.9,18.7,6.0,Bengaluru,2022-04-21,tomato
Tomato,Vegetables,32.5,25.3,21.7,11.1,Bengaluru,2022-04-22,tomato
Tomato,Vegetables,35.1,30.4,27.4,8.6,Bengaluru,2022-04-23,tomato
Tomato,Vegetables,30.4,36.0,30.4,10.4,Bengaluru,2022-04-24,tomato
Tomato,Vegetables,33.9,21.5,20.2,3.6,Bengaluru,2022-04-25,tomato
Tomato,Vegetables,35.0,28.2,23.6,8.1,Bengaluru,2022-04-26,tomato
Tomato,Vegetables,29.6,23.0,19.6,8.5,Bengaluru,2022-04-27,tomato
Tomato,Vegetables,30.9,25.0,22.5,4.6,Bengaluru,2022-04-28,tomato
Tomato,Vegetables,33.2,27.6,22.4,10.5,Bengaluru,2022-04-29,tomato
Tomato,Vegetables,32.7,27.9,25.0,10.7,Bengaluru,2022-04-30,tomato
Tomato,Vegetables,35.6,30.5,28.1,9.1,Bengaluru,2022-05-01,tomato
Tomato,Vegetables,31.3,23.1,20.3,7.8,Bengaluru,2022-05-02,tomato
Tomato,Vegetables,32.0,25.2,22.6,7.3,Bengaluru,2022-05-03,tomato
Tomato,Vegetables,30.9,25.9,19.8,10.1,Bengaluru,2022-05-04,tomato
Tomato,Vegetables,35.1,22.9,18.7,9.5,Bengaluru,2022-05-05,tomato
Tomato,Vegetables,33.4,23.0,20.2,6.7,Bengaluru,2022-05-06,tomato
Tomato,Vegetables,31.0,34.5,27.0,10.7,Bengaluru,2022-05-07,tomato
Tomato,Vegetables,33.7,34.4,26.9,11.6,Bengaluru,2022-05-08,tomato
Tomato,Vegetables,30.4,30.3,24.8,8.6,Bengaluru,2022-05-09,tomato
Tomato,Vegetables,31.1,32.7,26.4,12.0,Bengaluru,2022-05-10,tomato
Tomato,Vegetables,33.0,26.6,23.5,6.0,Bengaluru,2022-05-11,tomato
Tomato,Vegetables,30.7,27.1,23.9,10.9,Bengaluru,2022-05-12,tomato
Tomato,Vegetables,30.3,25.2,21.8,6.2,Bengaluru,2022-05-13,tomato
Tomato,Vegetables,30.1,29.8,27.6,6.3,Bengaluru,2022-05-14,tomato
Tomato,Vegetables,32.8,31.3,28.6,5.6,Bengaluru,2022-05-15,tomato
Tomato,Vegetables,34.9,26.6,21.8,12.4,Bengaluru,2022-05-16,tomato
Tomato,Vegetables,30.4,28.5,25.0,5.5,Bengaluru,2022-05-17,tomato
Tomato,Vegetables,32.5,31.7,23.5,15.6,Bengaluru,2022-05-18,tomato
Tomato,Vegetables,29.9,27.3,21.0,13.2,Bengaluru,2022-05-19,tomato
Tomato,Vegetables,30.6,24.0,19.8,9.2,Bengaluru,2022-05-20,tomato
Tomato,Vegetables,32.1,24.4,20.2,10.3,Bengaluru,2022-05-21,tomato
Tomato,Vegetables,29.8,37.1,27.7,12.4,Bengaluru,2022-05-22,tomato
Tomato,Vegetables,31.7,25.0,20.6,11.6,Bengaluru,2022-05-23,tomato
Tomato,Vegetables,35.2,24.2,21.1,8.5,Bengaluru,2022-05-24,tomato
Tomato,Vegetables,34.4,25.4,21.9,7.8,Bengaluru,2022-05-25,tomato
Tomato,Vegetables,30.0,21.2,18.1,6.1,Bengaluru,2022-05-26,tomato
Tomato,Vegetables,31.4,26.8,20.2,12.4,Bengaluru,2022-05-27,tomato
Tomato,Vegetables,35.7,23.7,19.3,11.2,Bengaluru,2022-05-28,tomato
Tomato,Vegetables,34.8,32.6,27.7,10.3,Bengaluru,2022-05-29,tomato
Tomato,Vegetables,30.7,31.6,25.6,11.1,Bengaluru,2022-05-30,tomato
Tomato,Vegetables,34.6,29.2,22.0,14.2,Bengaluru,2022-05-31,tomato
Tomato,Vegetables,29.7,25.9,23.0,5.8,Bengaluru,2022-06-01,tomato
Tomato,Vegetables,35.4,29.2,21.7,10.7,Bengaluru,2022-06-02,tomato
Tomato,Vegetables,33.5,31.9,25.9,10.0,Bengaluru,2022-06-03,tomato
Tomato,Vegetables,32.5,33.0,28.1,7.0,Bengaluru,2022-06-04,tomato
Tomato,Vegetables,35.5,25.9,21.6,10.5,Bengaluru,2022-06-05,tomato
Tomato,Vegetables,30.7,26.4,21.9,7.9,Bengaluru,2022-06-06,tomato
Tomato,Vegetables,35.3,31.0,27.8,6.1,Bengaluru,2022-06-07,tomato
Tomato,Vegetables,35.4,29.1,22.7,10.7,Bengaluru,2022-06-08,tomato
Tomato,Vegetables,31.1,27.1,21.2,11.5,Bengaluru,2022-06-09,tomato
Tomato,Vegetables,31.1,30.6,23.1,12.1,Bengaluru,2022-06-10,tomato
Tomato,Vegetables,30.3,37.7,28.4,14.9,Bengaluru,2022-06-11,tomato
Tomato,Vegetables,33.3,25.9,23.0,8.6,Bengaluru,2022-06-12,tomato
Tomato,Vegetables,34.0,37.0,27.9,11.5,Bengaluru,2022-06-13,tomato
Tomato,Vegetables,31.1,26.8,24.1,5.8,Bengaluru,2022-06-14,tomato
Tomato,Vegetables,31.8,25.5,23.9,8.0,Bengaluru,2022-06-15,tomato
Tomato,Vegetables,33.7,26.1,21.0,12.8,Bengaluru,2022-06-16,tomato
Tomato,Vegetables,35.6,25.6,23.9,3.7,Bengaluru,2022-06-17,tomato
Tomato,Vegetables,35.6,40.4,30.5,14.5,Bengaluru,2022-06-18,tomato
Tomato,Vegetables,32.3,29.6,26.9,10.1,Bengaluru,2022-06-19,tomato
Tomato,Vegetables,33.6,25.5,22.2,6.2,Bengaluru,2022-06-20,tomato
Tomato,Vegetables,30.6,23.0,18.9,9.5,Bengaluru,2022-06-21,tomato
Tomato,Vegetables,34.5,26.6,22.1,7.7,Bengaluru,2022-06-22,tomato
Tomato,Vegetables,32.1,28.5,21.5,11.9,Bengaluru,2022-06-23,tomato
Tomato,Vegetables,35.0,30.1,23.0,13.1,Bengaluru,2022-06-24,tomato
Tomato,Vegetables,33.7,27.9,25.1,8.4,Bengaluru,2022-06-25,tomato
Tomato,Vegetables,33.0,34.4,25.9,10.5,Bengaluru,2022-06-26,tomato
Tomato,Vegetables,32.1,18.9,16.4,10.3,Bengaluru,2022-06-27,tomato
Tomato,Vegetables,35.7,32.1,24.3,9.8,Bengaluru,2022-06-28,tomato
Tomato,Vegetables,33.0,29.1,27.5,9.4,Bengaluru,2022-06-29,tomato
Tomato,Vegetables,31.5,20.2,15.3,12.9,Bengaluru,2022-06-30,tomato
Tomato,Vegetables,29.9,31.0,24.4,10.8,Bengaluru,2022-07-01,tomato
Tomato,Vegetables,30.3,28.9,22.2,13.9,Bengaluru,2022-07-02,tomato
Tomato,Vegetables,31.6,26.7,23.4,9.2,Bengaluru,2022-07-03,tomato
Tomato,Vegetables,30.8,22.0,19.3,6.5,Bengaluru,2022-07-04,tomato
Tomato,Vegetables,33.9,24.3,21.4,10.3,Bengaluru,2022-07-05,tomato
Tomato,Vegetables,35.7,23.5,20.6,7.0,Bengaluru,2022-07-06,tomato
Tomato,Vegetables,31.1,23.6,20.3,6.1,Bengaluru,2022-07-07,tomato
Tomato,Vegetables,31.2,22.4,20.1,5.0,Bengaluru,2022-07-08,tomato
Tomato,Vegetables,31.7,37.2,29.9,10.8,Bengaluru,2022-07-09,tomato
Tomato,Vegetables,32.1,31.6,26.1,10.0,Bengaluru,2022-07-10,tomato
Tomato,Vegetables,33.0,31.3,23.3,11.5,Bengaluru,2022-07-11,tomato
Tomato,Vegetables,35.5,21.3,18.0,9.7,Bengaluru,2022-07-12,tomato
Tomato,Vegetables,32.9,25.1,23.8,5.1,Bengaluru,2022-07-13,tomato
Tomato,Vegetables,29.9,31.8,25.4,11.5,Bengaluru,2022-07-14,tomato
Tomato,Vegetables,31.8,27.5,21.9,11.1,Bengaluru,2022-07-15,tomato
Tomato,Vegetables,33.4,32.3,30.1,8.6,Bengaluru,2022-07-16,tomato
Tomato,Vegetables,34.1,28.2,23.4,8.4,Bengaluru,2022-07-17,tomato
Tomato,Vegetables,32.8,24.5,20.8,9.7,Bengaluru,2022-07-18,tomato
Tomato,Vegetables,30.6,22.6,20.6,7.6,Bengaluru,2022-07-19,tomato
Tomato,Vegetables,33.8,28.7,23.0,13.5,Bengaluru,2022-07-20,tomato
Tomato,Vegetables,32.2,27.8,22.6,10.8,Bengaluru,2022-07-21,tomato
Tomato,Vegetables,29.5,18.4,15.2,10.0,Bengaluru,2022-07-22,tomato
Tomato,Vegetables,34.7,35.6,26.5,14.4,Bengaluru,2022-07-23,tomato
Tomato,Vegetables,31.7,26.0,22.7,7.7,Bengaluru,2022-07-24,tomato
Tomato,Vegetables,29.9,23.7,19.1,10.0,Bengaluru,2022-07-25,tomato
Tomato,Vegetables,32.4,26.0,20.5,13.5,Bengaluru,2022-07-26,tomato
Tomato,Vegetables,33.3,27.6,21.8,10.4,Bengaluru,2022-07-27,tomato
Tomato,Vegetables,33.7,30.7,24.3,12.9,Bengaluru,2022-07-28,tomato
Tomato,Vegetables,33.0,27.5,23.0,9.3,Bengaluru,2022-07-29,tomato
Tomato,Vegetables,31.9,37.3,28.1,14.7,Bengaluru,2022-07-30,tomato
Tomato,Vegetables,30.0,36.3,27.6,15.2,Bengaluru,2022-07-31,tomato
Tomato,Vegetables,31.0,28.8,21.9,10.4,Bengaluru,2022-08-01,tomato
Tomato,Vegetables,34.6,31.5,24.9,8.7,Bengaluru,2022-08-02,tomato
Tomato,Vegetables,33.0,23.8,19.7,7.9,Bengaluru,2022-08-03,tomato
Tomato,Vegetables,33.9,27.6,22.8,10.5,Bengaluru,2022-08-04,tomato
Tomato,Vegetables,29.9,25.4,23.0,7.4,Bengaluru,2022-08-05,tomato
Tomato,Vegetables,33.9,28.4,22.0,9.3,Bengaluru,2022-08-06,tomato
Tomato,Vegetables,34.2,32.4,29.6,7.9,Bengaluru,2022-08-07,tomato
Tomato,Vegetables,34.8,20.0,18.5,8.5,Bengaluru,2022-08-08,tomato
Tomato,Vegetables,32.3,26.0,23.2,5.6,Bengaluru,2022-08-09,tomato
Tomato,Vegetables,33.5,20.8,19.2,6.4,Bengaluru,2022-08-10,tomato
Tomato,Vegetables,33.5,34.3,26.6,14.9,Bengaluru,2022-08-11,tomato
Tomato,Vegetables,33.0,24.6,21.7,8.0,Bengaluru,2022-08-12,tomato
Tomato,Vegetables,31.9,28.0,26.5,7.1,Bengaluru,2022-08-13,tomato
Tomato,Vegetables,34.7,27.7,20.5,14.7,Bengaluru,2022-08-14,tomato
Tomato,Vegetables,30.0,27.0,22.2,7.1,Bengaluru,2022-08-15,tomato
Tomato,Vegetables,35.4,22.2,20.8,5.7,Bengaluru,2022-08-16,tomato
Tomato,Vegetables,35.2,25.1,21.0,9.9,Bengaluru,2022-08-17,tomato
Tomato,Vegetables,32.0,27.2,23.7,9.9,Bengaluru,2022-08-18,tomato
Tomato,Vegetables,33.3,20.6,19.2,6.5,Bengaluru,2022-08-19,tomato
Tomato,Vegetables,33.4,31.7,25.4,13.7,Bengaluru,2022-08-20,tomato
Tomato,Vegetables,34.7,32.8,26.2,13.6,Bengaluru,2022-08-21,tomato
Tomato,Vegetables,34.8,23.3,20.2,6.7,Bengaluru,2022-08-22,tomato
Tomato,Vegetables,33.0,20.5,19.1,9.3,Bengaluru,2022-08-23,tomato
Tomato,Vegetables,31.4,23.9,18.6,13.3,Bengaluru,2022-08-24,tomato
Tomato,Vegetables,35.6,25.9,22.7,10.4,Bengaluru,2022-08-25,tomato
Tomato,Vegetables,31.6,30.2,27.9,6.1,Bengaluru,2022-08-26,tomato
Tomato,Vegetables,31.5,27.0,23.6,5.9,Bengaluru,2022-08-27,tomato
Tomato,Vegetables,34.9,33.8,26.7,11.7,Bengaluru,2022-08-28,tomato
Tomato,Vegetables,32.2,27.6,20.9,9.5,Bengaluru,2022-08-29,tomato
Tomato,Vegetables,34.3,19.7,18.5,5.1,Bengaluru,2022-08-30,tomato
Tomato,Vegetables,34.9,27.9,25.8,8.2,Bengaluru,2022-08-31,tomato
Tomato,Vegetables,34.7,26.0,20.1,10.5,Bengaluru,2022-09-01,tomato
Tomato,Vegetables,35.2,27.2,24.4,6.1,Bengaluru,2022-09-02,tomato
Tomato,Vegetables,34.3,32.6,26.2,12.5,Bengaluru,2022-09-03,tomato
Tomato,Vegetables,31.0,23.1,21.6,4.7,Bengaluru,2022-09-04,tomato
Tomato,Vegetables,35.8,21.8,19.5,5.3,Bengaluru,2022-09-05,tomato
Tomato,Vegetables,33.9,31.5,25.3,9.5,Bengaluru,2022-09-06,tomato
Tomato,Vegetables,32.6,25.8,23.4,5.9,Bengaluru,2022-09-07,tomato
Tomato,Vegetables,35.8,24.6,23.2,5.7,Bengaluru,2022-09-08,tomato
Tomato,Vegetables,33.0,25.8,23.6,9.3,Bengaluru,2022-09-09,tomato
Tomato,Vegetables,30.3,38.0,29.1,12.8,Bengaluru,2022-09-10,tomato
Tomato,Vegetables,31.3,42.6,32.7,13.2,Bengaluru,2022-09-11,tomato
Tomato,Vegetables,34.2,28.8,22.1,13.4,Bengaluru,2022-09-12,tomato
Tomato,Vegetables,32.6,22.6,21.3,4.1,Bengaluru,2022-09-13,tomato
Tomato,Vegetables,32.4,26.6,20.9,8.0,Bengaluru,2022-09-14,tomato
Tomato,Vegetables,35.7,22.2,19.6,6.5,Bengaluru,2022-09-15,tomato
Tomato,Vegetables,31.0,23.3,21.6,4.3,Bengaluru,2022-09-16,tomato
Tomato,Vegetables,33.7,29.4,25.6,8.4,Bengaluru,2022-09-17,tomato
Tomato,Vegetables,35.5,23.3,21.3,6.5,Bengaluru,2022-09-18,tomato
Tomato,Vegetables,33.7,23.6,21.0,9.9,Bengaluru,2022-09-19,tomato
Tomato,Vegetables,31.8,27.9,22.0,13.0,Bengaluru,2022-09-20,tomato
Tomato,Vegetables,32.8,30.9,23.7,11.5,Bengaluru,2022-09-21,tomato
Tomato,Vegetables,31.8,25.7,20.3,7.9,Bengaluru,2022-09-22,tomato
Tomato,Vegetables,33.5,31.3,23.5,12.5,Bengaluru,2022-09-23,tomato
Tomato,Vegetables,32.1,36.4,31.4,7.0,Bengaluru,2022-09-24,tomato
Tomato,Vegetables,32.7,31.4,26.7,9.9,Bengaluru,2022-09-25,tomato
Tomato,Vegetables,34.0,24.3,21.6,7.5,Bengaluru,2022-09-26,tomato
Tomato,Vegetables,31.6,20.1,17.3,8.3,Bengaluru,2022-09-27,tomato
Tomato,Vegetables,33.9,27.3,25.1,7.6,Bengaluru,2022-09-28,tomato
Tomato,Vegetables,33.8,19.9,18.1,9.3,Bengaluru,2022-09-29,tomato
Tomato,Vegetables,34.3,23.8,18.2,8.0,Bengaluru,2022-09-30,tomato
Tomato,Vegetables,30.2,34.0,27.0,10.5,Bengaluru,2022-10-01,tomato
Tomato,Vegetables,32.4,20.5,19.1,7.8,Bengaluru,2022-10-02,tomato
Tomato,Vegetables,31.0,35.2,27.7,14.7,Bengaluru,2022-10-03,tomato
Tomato,Vegetables,32.9,23.4,18.9,8.2,Bengaluru,2022-10-04,tomato
Tomato,Vegetables,34.9,24.4,20.0,8.7,Bengaluru,2022-10-05,tomato
Tomato,Vegetables,35.2,28.2,22.2,11.7,Bengaluru,2022-10-06,tomato
Tomato,Vegetables,31.8,27.3,23.2,10.0,Bengaluru,2022-10-07,tomato
Tomato,Vegetables,30.5,30.1,27.8,6.5,Bengaluru,2022-10-08,tomato
Tomato,Vegetables,29.8,29.4,24.9,10.1,Bengaluru,2022-10-09,tomato
Tomato,Vegetables,33.5,28.4,23.5,12.1,Bengaluru,2022-10-10,tomato
Tomato,Vegetables,35.8,23.6,21.1,6.1,Bengaluru,2022-10-11,tomato
Tomato,Vegetables,32.8,28.2,22.5,8.1,Bengaluru,2022-10-12,tomato
Tomato,Vegetables,33.8,20.0,18.2,5.6,Bengaluru,2022-10-13,tomato
Tomato,Vegetables,34.2,26.6,21.7,7.9,Bengaluru,2022-10-14,tomato
Tomato,Vegetables,31.2,27.5,22.3,10.0,Bengaluru,2022-10-15,tomato
Tomato,Vegetables,33.7,33.4,26.1,12.0,Bengaluru,2022-10-16,tomato
Tomato,Vegetables,32.0,25.3,20.6,10.0,Bengaluru,2022-10-17,tomato
Tomato,Vegetables,32.6,26.0,20.7,11.7,Bengaluru,2022-10-18,tomato
Tomato,Vegetables,35.2,29.7,22.3,12.4,Bengaluru,2022-10-19,tomato
Tomato,Vegetables,32.2,28.1,26.6,4.5,Bengaluru,2022-10-20,tomato
Tomato,Vegetables,35.2,23.6,21.3,5.7,Bengaluru,2022-10-21,tomato
